time,showId,movieId,date,theaterId
2:15p,499668083,239214,2025-05-16,AAECN
4:50p,499668082,239214,2025-05-16,AAECN
7:25p,499668080,239214,2025-05-16,AAECN
10:00p,499668081,239214,2025-05-16,AAECN
10:55a,499668115,237956,2025-05-16,AAECN
11:25a,499035521,237956,2025-05-16,AAECN
1:10p,499668128,237956,2025-05-16,AAECN
2:05p,499668114,237956,2025-05-16,AAECN
2:35p,499035520,237956,2025-05-16,AAECN
4:20p,499668127,237956,2025-05-16,AAECN
5:15p,499668113,237956,2025-05-16,AAECN
5:45p,499035519,237956,2025-05-16,AAECN
7:00p,499035522,237956,2025-05-16,AAECN
7:30p,499668125,237956,2025-05-16,AAECN
8:30p,499668112,237956,2025-05-16,AAECN
9:00p,499668084,237956,2025-05-16,AAECN
10:05p,499035523,237956,2025-05-16,AAECN
10:40p,499668126,237956,2025-05-16,AAECN
7:00p,499668100,235561,2025-05-16,AAECN
9:55p,499668101,235561,2025-05-16,AAECN
11:00a,499668097,239393,2025-05-16,AAECN
1:40p,499668098,239393,2025-05-16,AAECN
4:20p,499668099,239393,2025-05-16,AAECN
12:10p,499668079,239291,2025-05-16,AAECN
2:35p,499668078,239291,2025-05-16,AAECN
5:00p,499668077,239291,2025-05-16,AAECN
10:20p,499668076,239291,2025-05-16,AAECN
11:50a,499668141,216995,2025-05-16,AAECN
2:25p,499668140,216995,2025-05-16,AAECN
5:00p,499668139,216995,2025-05-16,AAECN
11:15a,499668087,216995,2025-05-16,AAECN
1:50p,499668086,216995,2025-05-16,AAECN
4:25p,499668085,216995,2025-05-16,AAECN
7:05p,499668137,216995,2025-05-16,AAECN
9:40p,499668138,216995,2025-05-16,AAECN
11:00a,499668106,239071,2025-05-16,AAECN
1:50p,499668091,239071,2025-05-16,AAECN
7:30p,497873881,224268,2025-05-16,AAECN
11:10a,499373617,239402,2025-05-16,AABQX
2:00p,497886146,239402,2025-05-16,AABQX
4:45p,497886145,239402,2025-05-16,AABQX
7:40p,497886144,239402,2025-05-16,AABQX
10:30p,497886143,239402,2025-05-16,AABQX
1:15p,499373616,239402,2025-05-16,AABQX
4:00p,499373615,239402,2025-05-16,AABQX
6:45p,497886142,239402,2025-05-16,AABQX
9:30p,497886141,239402,2025-05-16,AABQX
3:00p,497886149,239402,2025-05-16,AABQX
5:45p,497886148,239402,2025-05-16,AABQX
8:30p,497886147,239402,2025-05-16,AABQX
11:10p,499373628,239402,2025-05-16,AABQX
12:15p,497886150,239402,2025-05-16,AABQX
11:40a,499373589,240028,2025-05-16,AABQX
4:55p,496785431,240028,2025-05-16,AABQX
7:30p,496785429,240028,2025-05-16,AABQX
10:15p,496785430,240028,2025-05-16,AABQX
2:15p,496785432,240028,2025-05-16,AABQX
11:35a,499373600,239490,2025-05-16,AABQX
5:00p,499373602,239490,2025-05-16,AABQX
7:45p,499373603,239490,2025-05-16,AABQX
10:20p,499373604,239490,2025-05-16,AABQX
12:05p,499373587,240014,2025-05-16,AABQX
1:50p,499373610,240014,2025-05-16,AABQX
5:30p,499373588,240014,2025-05-16,AABQX
7:20p,499373612,240014,2025-05-16,AABQX
10:55p,499373585,240014,2025-05-16,AABQX
12:30p,499373627,239338,2025-05-16,AABQX
3:05p,499373626,239338,2025-05-16,AABQX
5:25p,499373635,239338,2025-05-16,AABQX
8:05p,499373634,239338,2025-05-16,AABQX
10:40p,499373633,239338,2025-05-16,AABQX
12:10p,499373637,239964,2025-05-16,AABQX
2:50p,499373636,239964,2025-05-16,AABQX
5:40p,499373625,239964,2025-05-16,AABQX
8:15p,499373624,239964,2025-05-16,AABQX
10:45p,499373623,239964,2025-05-16,AABQX
11:15a,499373622,237177,2025-05-16,AABQX
1:00p,499373632,237177,2025-05-16,AABQX
2:10p,499373620,237177,2025-05-16,AABQX
4:10p,499373631,237177,2025-05-16,AABQX
5:10p,499373619,237177,2025-05-16,AABQX
7:10p,499373629,237177,2025-05-16,AABQX
8:10p,499373618,237177,2025-05-16,AABQX
10:15p,499373630,237177,2025-05-16,AABQX
11:05p,499373621,237177,2025-05-16,AABQX
11:00a,499373611,239552,2025-05-16,AABQX
2:35p,499373586,239552,2025-05-16,AABQX
4:25p,499373614,239552,2025-05-16,AABQX
8:00p,499373584,239552,2025-05-16,AABQX
9:50p,499373613,239552,2025-05-16,AABQX
8:20p,499373605,239214,2025-05-16,AABQX
10:50p,499373606,239214,2025-05-16,AABQX
12:40p,499021677,237956,2025-05-16,AABQX
1:30p,499373599,237956,2025-05-16,AABQX
3:50p,499021676,237956,2025-05-16,AABQX
4:40p,499373598,237956,2025-05-16,AABQX
6:00p,499373639,237956,2025-05-16,AABQX
7:00p,499021674,237956,2025-05-16,AABQX
7:50p,499373597,237956,2025-05-16,AABQX
9:05p,499373640,237956,2025-05-16,AABQX
10:10p,499021675,237956,2025-05-16,AABQX
11:00p,499373596,237956,2025-05-16,AABQX
2:05p,499373601,235561,2025-05-16,AABQX
11:45a,499373609,239393,2025-05-16,AABQX
2:25p,499373608,239393,2025-05-16,AABQX
5:20p,499373607,239393,2025-05-16,AABQX
11:05a,499373595,239291,2025-05-16,AABQX
3:30p,499373638,239291,2025-05-16,AABQX
11:05a,499373590,216995,2025-05-16,AABQX
1:40p,499373591,216995,2025-05-16,AABQX
4:15p,499373592,216995,2025-05-16,AABQX
6:50p,499373593,216995,2025-05-16,AABQX
9:25p,499373594,216995,2025-05-16,AABQX
2:55p,497906662,239402,2025-05-16,AATKG
4:25p,497886974,239402,2025-05-16,AATKG
5:45p,497906663,239402,2025-05-16,AATKG
7:15p,497886975,239402,2025-05-16,AATKG
8:35p,497906664,239402,2025-05-16,AATKG
10:05p,497886976,239402,2025-05-16,AATKG
2:15p,496776503,240028,2025-05-16,AATKG
5:00p,496776504,240028,2025-05-16,AATKG
7:45p,496776505,240028,2025-05-16,AATKG
10:30p,499411178,240028,2025-05-16,AATKG
2:40p,499411177,240014,2025-05-16,AATKG
5:20p,499411176,240014,2025-05-16,AATKG
8:00p,499411174,240014,2025-05-16,AATKG
10:30p,499411175,240014,2025-05-16,AATKG
5:35p,499411186,239338,2025-05-16,AATKG
8:15p,499411185,239338,2025-05-16,AATKG
3:45p,499411181,239964,2025-05-16,AATKG
3:35p,499322147,237177,2025-05-16,AATKG
9:55p,499322149,237177,2025-05-16,AATKG
2:10p,494443234,237177,2025-05-16,AATKG
5:20p,494443235,237177,2025-05-16,AATKG
6:45p,499322148,237177,2025-05-16,AATKG
8:30p,494443236,237177,2025-05-16,AATKG
2:50p,499411188,239552,2025-05-16,AATKG
6:00p,499411187,239552,2025-05-16,AATKG
9:05p,499411189,239552,2025-05-16,AATKG
6:30p,499411180,239214,2025-05-16,AATKG
9:15p,499411179,239214,2025-05-16,AATKG
2:15p,499411182,237956,2025-05-16,AATKG
3:40p,499411173,237956,2025-05-16,AATKG
5:35p,499411183,237956,2025-05-16,AATKG
7:00p,499411172,237956,2025-05-16,AATKG
8:55p,499411184,237956,2025-05-16,AATKG
10:20p,499411171,237956,2025-05-16,AATKG
2:00p,499411167,216995,2025-05-16,AATKG
7:30p,499411169,216995,2025-05-16,AATKG
4:45p,499411168,216995,2025-05-16,AATKG
10:15p,499411170,216995,2025-05-16,AATKG
2:00p,497880365,239402,2025-05-16,AAKIM
4:45p,497880364,239402,2025-05-16,AAKIM
7:30p,497880362,239402,2025-05-16,AAKIM
10:15p,497880363,239402,2025-05-16,AAKIM
2:45p,496836583,240028,2025-05-16,AAKIM
5:15p,496836582,240028,2025-05-16,AAKIM
7:45p,496836580,240028,2025-05-16,AAKIM
11:00p,496836581,240028,2025-05-16,AAKIM
1:15p,494445966,237177,2025-05-16,AAKIM
4:15p,494445965,237177,2025-05-16,AAKIM
7:15p,494445963,237177,2025-05-16,AAKIM
10:30p,494445964,237177,2025-05-16,AAKIM
1:45p,499313517,239552,2025-05-16,AAKIM
5:00p,499313516,239552,2025-05-16,AAKIM
8:00p,499313515,239552,2025-05-16,AAKIM
10:50p,499313514,239552,2025-05-16,AAKIM
12:30p,498316020,237956,2025-05-16,AAKIM
3:45p,498316019,237956,2025-05-16,AAKIM
7:00p,498316017,237956,2025-05-16,AAKIM
10:10p,498316018,237956,2025-05-16,AAKIM
1:00p,499313521,216995,2025-05-16,AAKIM
3:30p,499313520,216995,2025-05-16,AAKIM
6:00p,499313519,216995,2025-05-16,AAKIM
8:30p,499313518,216995,2025-05-16,AAKIM
10:45p,499313513,216995,2025-05-16,AAKIM
12:00p,498101973,239402,2025-05-16,AAOJM
3:00p,498101972,239402,2025-05-16,AAOJM
6:00p,498101970,239402,2025-05-16,AAOJM
9:00p,498101971,239402,2025-05-16,AAOJM
5:00p,497298063,239402,2025-05-16,AAOJM
8:00p,497298069,239402,2025-05-16,AAOJM
8:30p,499659971,239402,2025-05-16,AAOJM
9:30p,499659972,239402,2025-05-16,AAOJM
10:15p,499659940,239402,2025-05-16,AAOJM
10:30p,499659978,239402,2025-05-16,AAOJM
11:00p,497298070,239402,2025-05-16,AAOJM
2:00p,497298064,239402,2025-05-16,AAOJM
1:00p,499659987,239402,2025-05-16,AAOJM
4:00p,499659986,239402,2025-05-16,AAOJM
7:00p,497298065,239402,2025-05-16,AAOJM
10:00p,497298066,239402,2025-05-16,AAOJM
12:05p,499659990,240028,2025-05-16,AAOJM
5:00p,496781279,240028,2025-05-16,AAOJM
7:30p,496781277,240028,2025-05-16,AAOJM
10:05p,496781278,240028,2025-05-16,AAOJM
2:30p,496781280,240028,2025-05-16,AAOJM
8:00p,499659946,239490,2025-05-16,AAOJM
5:55p,499659950,239490,2025-05-16,AAOJM
3:10p,498345038,239980,2025-05-16,AAOJM
5:45p,498345042,239980,2025-05-16,AAOJM
8:15p,498345040,239980,2025-05-16,AAOJM
10:40p,498345041,239980,2025-05-16,AAOJM
12:40p,498345039,239980,2025-05-16,AAOJM
7:30p,498099801,240445,2025-05-16,AAOJM
12:05p,499659953,240014,2025-05-16,AAOJM
2:40p,499659964,240014,2025-05-16,AAOJM
5:10p,499659963,240014,2025-05-16,AAOJM
7:35p,499659984,240014,2025-05-16,AAOJM
10:15p,499659985,240014,2025-05-16,AAOJM
12:05p,499659945,239338,2025-05-16,AAOJM
4:55p,499659976,239338,2025-05-16,AAOJM
12:00p,499659951,239964,2025-05-16,AAOJM
2:35p,499659957,239964,2025-05-16,AAOJM
5:10p,499659956,239964,2025-05-16,AAOJM
7:45p,499659954,239964,2025-05-16,AAOJM
10:25p,499659955,239964,2025-05-16,AAOJM
2:35p,499659949,240034,2025-05-16,AAOJM
5:15p,499659948,240034,2025-05-16,AAOJM
12:15p,499659975,237177,2025-05-16,AAOJM
3:15p,499659974,237177,2025-05-16,AAOJM
1:15p,494386564,237177,2025-05-16,AAOJM
1:45p,499659977,237177,2025-05-16,AAOJM
2:15p,499659970,237177,2025-05-16,AAOJM
4:15p,494386563,237177,2025-05-16,AAOJM
5:15p,499659969,237177,2025-05-16,AAOJM
6:45p,499659966,237177,2025-05-16,AAOJM
7:15p,494386561,237177,2025-05-16,AAOJM
8:45p,499659952,237177,2025-05-16,AAOJM
9:45p,499659965,237177,2025-05-16,AAOJM
10:15p,494386562,237177,2025-05-16,AAOJM
1:05p,499659944,239552,2025-05-16,AAOJM
4:05p,499659943,239552,2025-05-16,AAOJM
7:05p,499659941,239552,2025-05-16,AAOJM
10:05p,499659942,239552,2025-05-16,AAOJM
6:30p,499659979,239214,2025-05-16,AAOJM
10:45p,499659947,239214,2025-05-16,AAOJM
12:15p,499659968,237956,2025-05-16,AAOJM
1:00p,498689302,237956,2025-05-16,AAOJM
1:30p,499659959,237956,2025-05-16,AAOJM
2:10p,499659939,237956,2025-05-16,AAOJM
3:30p,499659967,237956,2025-05-16,AAOJM
4:15p,498689301,237956,2025-05-16,AAOJM
5:20p,499659938,237956,2025-05-16,AAOJM
6:20p,499659973,237956,2025-05-16,AAOJM
7:20p,498689299,237956,2025-05-16,AAOJM
8:30p,499659937,237956,2025-05-16,AAOJM
9:20p,499659982,237956,2025-05-16,AAOJM
10:25p,498689300,237956,2025-05-16,AAOJM
12:30p,499659981,235561,2025-05-16,AAOJM
3:30p,499659980,235561,2025-05-16,AAOJM
12:05p,499659983,239291,2025-05-16,AAOJM
4:45p,499659958,239291,2025-05-16,AAOJM
12:10p,499659960,216995,2025-05-16,AAOJM
7:40p,499659961,216995,2025-05-16,AAOJM
10:20p,499659962,216995,2025-05-16,AAOJM
2:45p,499659989,216995,2025-05-16,AAOJM
5:30p,499659988,216995,2025-05-16,AAOJM
7:30p,497873445,224268,2025-05-16,AAOJM
1:45p,497574012,239402,2025-05-16,AAMVS
2:50p,499350687,239402,2025-05-16,AAMVS
4:05p,497574011,239402,2025-05-16,AAMVS
5:45p,499350688,239402,2025-05-16,AAMVS
7:00p,497574009,239402,2025-05-16,AAMVS
8:20p,499350689,239402,2025-05-16,AAMVS
9:45p,497574010,239402,2025-05-16,AAMVS
11:00p,499350686,239402,2025-05-16,AAMVS
5:30p,499350681,240014,2025-05-16,AAMVS
8:00p,499350680,240014,2025-05-16,AAMVS
10:30p,499350679,240014,2025-05-16,AAMVS
1:00p,499350672,239338,2025-05-16,AAMVS
2:30p,499350685,239964,2025-05-16,AAMVS
5:15p,499350684,239964,2025-05-16,AAMVS
7:45p,499350682,239964,2025-05-16,AAMVS
10:15p,499350683,239964,2025-05-16,AAMVS
1:15p,497574008,237177,2025-05-16,AAMVS
4:15p,494390921,237177,2025-05-16,AAMVS
7:15p,494390919,237177,2025-05-16,AAMVS
9:40p,494390920,237177,2025-05-16,AAMVS
2:15p,499350678,239552,2025-05-16,AAMVS
4:35p,499350676,239552,2025-05-16,AAMVS
7:30p,499350675,239552,2025-05-16,AAMVS
10:20p,499350677,239552,2025-05-16,AAMVS
1:00p,498758357,237956,2025-05-16,AAMVS
3:30p,498758358,237956,2025-05-16,AAMVS
6:35p,498758359,237956,2025-05-16,AAMVS
10:15p,498758356,237956,2025-05-16,AAMVS
1:45p,499350673,216995,2025-05-16,AAMVS
4:20p,499350674,216995,2025-05-16,AAMVS
6:40p,499350690,216995,2025-05-16,AAMVS
9:15p,499350691,216995,2025-05-16,AAMVS
1:30p,497268061,239402,2025-05-16,AACLH
2:15p,499392583,239402,2025-05-16,AACLH
3:30p,499392587,239402,2025-05-16,AACLH
4:15p,497268060,239402,2025-05-16,AACLH
5:30p,499392588,239402,2025-05-16,AACLH
7:00p,497268059,239402,2025-05-16,AACLH
8:15p,499392589,239402,2025-05-16,AACLH
9:45p,497268058,239402,2025-05-16,AACLH
1:00p,496834287,240028,2025-05-16,AACLH
3:45p,496834286,240028,2025-05-16,AACLH
6:30p,496834285,240028,2025-05-16,AACLH
9:15p,496834284,240028,2025-05-16,AACLH
6:30p,499392575,240014,2025-05-16,AACLH
10:00p,499392571,240014,2025-05-16,AACLH
2:10p,499392563,239338,2025-05-16,AACLH
4:45p,499392579,239338,2025-05-16,AACLH
1:30p,499392573,239964,2025-05-16,AACLH
4:00p,499392574,239964,2025-05-16,AACLH
7:30p,499392581,239964,2025-05-16,AACLH
9:45p,499392580,239964,2025-05-16,AACLH
6:15p,499392585,237177,2025-05-16,AACLH
9:20p,499392586,237177,2025-05-16,AACLH
1:45p,499392576,237177,2025-05-16,AACLH
2:35p,499392590,237177,2025-05-16,AACLH
4:45p,494343643,237177,2025-05-16,AACLH
7:45p,494343642,237177,2025-05-16,AACLH
1:55p,499392578,239552,2025-05-16,AACLH
4:15p,499392569,239552,2025-05-16,AACLH
7:05p,499392570,239552,2025-05-16,AACLH
10:00p,499392584,239552,2025-05-16,AACLH
7:15p,499392577,239214,2025-05-16,AACLH
8:55p,499392572,239214,2025-05-16,AACLH
1:00p,499392568,237956,2025-05-16,AACLH
2:45p,499024177,237956,2025-05-16,AACLH
4:50p,499392562,237956,2025-05-16,AACLH
5:55p,499024176,237956,2025-05-16,AACLH
7:55p,499392561,237956,2025-05-16,AACLH
9:05p,499024175,237956,2025-05-16,AACLH
6:15p,499392565,216995,2025-05-16,AACLH
9:00p,499392564,216995,2025-05-16,AACLH
1:10p,499392567,216995,2025-05-16,AACLH
3:45p,499392566,216995,2025-05-16,AACLH
5:00p,499392582,216995,2025-05-16,AACLH
2:15p,497816866,239402,2025-05-16,AAJGV
5:00p,497816865,239402,2025-05-16,AAJGV
7:45p,497816864,239402,2025-05-16,AAJGV
10:30p,497816863,239402,2025-05-16,AAJGV
11:30p,499349659,239402,2025-05-16,AAJGV
2:00p,496095251,240028,2025-05-16,AAJGV
4:40p,496095250,240028,2025-05-16,AAJGV
7:30p,496095248,240028,2025-05-16,AAJGV
10:15p,496095249,240028,2025-05-16,AAJGV
1:00p,499349657,237177,2025-05-16,AAJGV
3:50p,499349656,237177,2025-05-16,AAJGV
6:45p,499349654,237177,2025-05-16,AAJGV
9:40p,499349655,237177,2025-05-16,AAJGV
1:15p,499349666,239552,2025-05-16,AAJGV
4:10p,499349664,239552,2025-05-16,AAJGV
7:00p,499349665,239552,2025-05-16,AAJGV
10:00p,499349663,239552,2025-05-16,AAJGV
1:45p,499349668,237956,2025-05-16,AAJGV
4:50p,499349667,237956,2025-05-16,AAJGV
8:10p,498302263,237956,2025-05-16,AAJGV
11:15p,498302262,237956,2025-05-16,AAJGV
1:30p,499349658,216995,2025-05-16,AAJGV
4:00p,499349662,216995,2025-05-16,AAJGV
6:30p,499349660,216995,2025-05-16,AAJGV
9:00p,499349661,216995,2025-05-16,AAJGV
12:20p,499371613,239402,2025-05-16,AAJGW
1:45p,497792981,239402,2025-05-16,AAJGW
3:15p,499371610,239402,2025-05-16,AAJGW
4:30p,497792980,239402,2025-05-16,AAJGW
5:50p,499371611,239402,2025-05-16,AAJGW
7:15p,497792979,239402,2025-05-16,AAJGW
8:30p,499371612,239402,2025-05-16,AAJGW
10:00p,497792978,239402,2025-05-16,AAJGW
5:15p,499371625,240014,2025-05-16,AAJGW
7:45p,499371624,240014,2025-05-16,AAJGW
10:10p,499371623,240014,2025-05-16,AAJGW
2:30p,499371617,239964,2025-05-16,AAJGW
5:00p,499371616,239964,2025-05-16,AAJGW
7:30p,499371615,239964,2025-05-16,AAJGW
10:00p,499371618,239964,2025-05-16,AAJGW
12:45p,494338808,237177,2025-05-16,AAJGW
3:45p,494338807,237177,2025-05-16,AAJGW
6:45p,494338805,237177,2025-05-16,AAJGW
9:45p,494338806,237177,2025-05-16,AAJGW
12:15p,499371619,239552,2025-05-16,AAJGW
3:10p,499371622,239552,2025-05-16,AAJGW
6:00p,499371621,239552,2025-05-16,AAJGW
8:50p,499371620,239552,2025-05-16,AAJGW
12:10p,498301629,237956,2025-05-16,AAJGW
3:00p,498301628,237956,2025-05-16,AAJGW
6:10p,498301627,237956,2025-05-16,AAJGW
9:15p,498301626,237956,2025-05-16,AAJGW
12:00p,499371614,216995,2025-05-16,AAJGW
1:50p,499371609,216995,2025-05-16,AAJGW
4:20p,499371608,216995,2025-05-16,AAJGW
7:00p,499371606,216995,2025-05-16,AAJGW
9:30p,499371607,216995,2025-05-16,AAJGW
12:30p,497818030,239402,2025-05-16,AAKIG
3:15p,497818029,239402,2025-05-16,AAKIG
6:00p,497818027,239402,2025-05-16,AAKIG
8:15p,499391026,239402,2025-05-16,AAKIG
8:45p,497818028,239402,2025-05-16,AAKIG
9:15p,499391032,239402,2025-05-16,AAKIG
11:00p,499391022,239402,2025-05-16,AAKIG
1:30p,497818034,239402,2025-05-16,AAKIG
4:15p,497818033,239402,2025-05-16,AAKIG
7:00p,497818031,239402,2025-05-16,AAKIG
9:45p,497818032,239402,2025-05-16,AAKIG
11:00a,499391017,239402,2025-05-16,AAKIG
2:15p,499391010,239402,2025-05-16,AAKIG
7:45p,499391020,239402,2025-05-16,AAKIG
10:30p,499391018,239402,2025-05-16,AAKIG
1:15p,496634581,240028,2025-05-16,AAKIG
4:00p,496634580,240028,2025-05-16,AAKIG
6:45p,496634578,240028,2025-05-16,AAKIG
9:30p,496634579,240028,2025-05-16,AAKIG
3:15p,499391025,239490,2025-05-16,AAKIG
5:45p,499391024,239490,2025-05-16,AAKIG
8:00p,499391001,240014,2025-05-16,AAKIG
10:45p,499391000,240014,2025-05-16,AAKIG
11:00a,499391041,240014,2025-05-16,AAKIG
1:30p,499391043,240014,2025-05-16,AAKIG
4:00p,499391042,240014,2025-05-16,AAKIG
12:00p,499391004,239338,2025-05-16,AAKIG
5:15p,499391002,239338,2025-05-16,AAKIG
11:30a,499391015,239964,2025-05-16,AAKIG
2:00p,499391014,239964,2025-05-16,AAKIG
4:30p,499391016,239964,2025-05-16,AAKIG
7:00p,499391012,239964,2025-05-16,AAKIG
9:30p,499391013,239964,2025-05-16,AAKIG
11:45a,499390998,237177,2025-05-16,AAKIG
2:45p,499390997,237177,2025-05-16,AAKIG
1:00p,494399614,237177,2025-05-16,AAKIG
1:45p,499391021,237177,2025-05-16,AAKIG
4:15p,494399613,237177,2025-05-16,AAKIG
7:30p,494399611,237177,2025-05-16,AAKIG
9:45p,499391039,237177,2025-05-16,AAKIG
10:45p,494399612,237177,2025-05-16,AAKIG
11:00a,499391028,237177,2025-05-16,AAKIG
5:30p,499391030,237177,2025-05-16,AAKIG
8:30p,499391029,237177,2025-05-16,AAKIG
10:15p,499391011,239552,2025-05-16,AAKIG
12:00p,499391034,239552,2025-05-16,AAKIG
3:00p,499391033,239552,2025-05-16,AAKIG
6:15p,499391031,239552,2025-05-16,AAKIG
2:30p,499391003,239214,2025-05-16,AAKIG
12:15p,498713908,237956,2025-05-16,AAKIG
1:15p,499391006,237956,2025-05-16,AAKIG
3:45p,498713905,237956,2025-05-16,AAKIG
4:45p,499391007,237956,2025-05-16,AAKIG
5:45p,499390999,237956,2025-05-16,AAKIG
7:15p,498713907,237956,2025-05-16,AAKIG
8:15p,499391005,237956,2025-05-16,AAKIG
9:00p,499390996,237956,2025-05-16,AAKIG
10:30p,498713906,237956,2025-05-16,AAKIG
11:00a,499391009,237956,2025-05-16,AAKIG
6:30p,499391040,237956,2025-05-16,AAKIG
4:45p,499391019,235561,2025-05-16,AAKIG
2:15p,499391027,235561,2025-05-16,AAKIG
5:00p,499391008,239291,2025-05-16,AAKIG
12:30p,499391023,216995,2025-05-16,AAKIG
11:15a,499391037,216995,2025-05-16,AAKIG
2:00p,499391036,216995,2025-05-16,AAKIG
4:30p,499391035,216995,2025-05-16,AAKIG
7:00p,499391038,216995,2025-05-16,AAKIG
10:00p,499445031,216995,2025-05-16,AAKIG
7:30p,497873541,224268,2025-05-16,AAKIG
1:45p,497830257,239402,2025-05-16,AAQPV
4:30p,497830256,239402,2025-05-16,AAQPV
7:15p,497830254,239402,2025-05-16,AAQPV
10:00p,497830255,239402,2025-05-16,AAQPV
12:45p,497830261,239402,2025-05-16,AAQPV
3:30p,497830258,239402,2025-05-16,AAQPV
6:15p,497830259,239402,2025-05-16,AAQPV
9:35p,497830260,239402,2025-05-16,AAQPV
8:00p,497830262,239402,2025-05-16,AAQPV
10:45p,497830263,239402,2025-05-16,AAQPV
2:45p,496697818,240028,2025-05-16,AAQPV
5:15p,496697817,240028,2025-05-16,AAQPV
7:45p,496697815,240028,2025-05-16,AAQPV
10:15p,496697816,240028,2025-05-16,AAQPV
2:30p,496015915,239504,2025-05-16,AAQPV
5:30p,496015914,239504,2025-05-16,AAQPV
8:00p,496015912,239504,2025-05-16,AAQPV
9:00p,499216950,239504,2025-05-16,AAQPV
10:30p,496015913,239504,2025-05-16,AAQPV
11:30p,499216951,239504,2025-05-16,AAQPV
1:20p,494348734,237177,2025-05-16,AAQPV
4:15p,494348733,237177,2025-05-16,AAQPV
7:10p,494348731,237177,2025-05-16,AAQPV
10:10p,494348732,237177,2025-05-16,AAQPV
12:10p,498942124,237956,2025-05-16,AAQPV
3:15p,498942123,237956,2025-05-16,AAQPV
6:20p,498942122,237956,2025-05-16,AAQPV
9:30p,498942121,237956,2025-05-16,AAQPV
12:15p,497169385,239402,2025-05-16,AARAA
3:15p,497169384,239402,2025-05-16,AARAA
6:15p,497169382,239402,2025-05-16,AARAA
9:00p,497169383,239402,2025-05-16,AARAA
7:45p,497169387,239402,2025-05-16,AARAA
10:30p,497169386,239402,2025-05-16,AARAA
4:15p,497169388,239402,2025-05-16,AARAA
1:30p,497169389,239402,2025-05-16,AARAA
7:00p,497169390,239402,2025-05-16,AARAA
9:45p,497169391,239402,2025-05-16,AARAA
11:00p,499321864,239402,2025-05-16,AARAA
4:45p,496775632,240028,2025-05-16,AARAA
7:30p,496775633,240028,2025-05-16,AARAA
10:15p,496775634,240028,2025-05-16,AARAA
2:00p,496775635,240028,2025-05-16,AARAA
5:00p,499307470,239490,2025-05-16,AARAA
7:15p,499029462,239980,2025-05-16,AARAA
9:45p,499029463,239980,2025-05-16,AARAA
4:45p,499029464,239980,2025-05-16,AARAA
12:45p,494315546,237177,2025-05-16,AARAA
3:45p,494315547,237177,2025-05-16,AARAA
6:45p,494315548,237177,2025-05-16,AARAA
9:45p,494315549,237177,2025-05-16,AARAA
7:00p,498290418,237956,2025-05-16,AARAA
10:15p,498290417,237956,2025-05-16,AARAA
12:25p,498290419,237956,2025-05-16,AARAA
3:30p,498290420,237956,2025-05-16,AARAA
7:30p,497874050,224268,2025-05-16,AARAA
11:45a,499313768,239402,2025-05-16,AAIRQ
2:30p,497665407,239402,2025-05-16,AAIRQ
5:15p,497665406,239402,2025-05-16,AAIRQ
8:00p,497665404,239402,2025-05-16,AAIRQ
10:45p,497665405,239402,2025-05-16,AAIRQ
3:15p,497665400,239402,2025-05-16,AAIRQ
6:00p,497665398,239402,2025-05-16,AAIRQ
8:45p,497665399,239402,2025-05-16,AAIRQ
12:30p,497665401,239402,2025-05-16,AAIRQ
1:30p,499296340,239402,2025-05-16,AAIRQ
4:15p,499296339,239402,2025-05-16,AAIRQ
7:00p,497665402,239402,2025-05-16,AAIRQ
9:45p,497665403,239402,2025-05-16,AAIRQ
9:50p,496724944,240028,2025-05-16,AAIRQ
4:40p,496724946,240028,2025-05-16,AAIRQ
7:15p,496724945,240028,2025-05-16,AAIRQ
2:00p,496724947,240028,2025-05-16,AAIRQ
10:30p,498802547,239980,2025-05-16,AAIRQ
5:30p,498802548,239980,2025-05-16,AAIRQ
8:00p,498802549,239980,2025-05-16,AAIRQ
1:45p,499276548,237177,2025-05-16,AAIRQ
4:45p,499276547,237177,2025-05-16,AAIRQ
7:45p,499276545,237177,2025-05-16,AAIRQ
10:45p,499276546,237177,2025-05-16,AAIRQ
1:00p,498447741,237956,2025-05-16,AAIRQ
4:15p,498447740,237956,2025-05-16,AAIRQ
7:30p,498447739,237956,2025-05-16,AAIRQ
9:30p,499276549,237956,2025-05-16,AAIRQ
1:25p,498447737,240487,2025-05-16,AAIRQ
4:15p,496903081,240487,2025-05-16,AAIRQ
5:20p,499273784,240487,2025-05-16,AAIRQ
7:05p,496903082,240487,2025-05-16,AAIRQ
8:10p,499273785,240487,2025-05-16,AAIRQ
10:00p,498447738,240487,2025-05-16,AAIRQ
7:30p,497873850,224268,2025-05-16,AAIRQ
8:00p,497595954,239402,2025-05-16,AAOXM
9:00p,499518476,239402,2025-05-16,AAOXM
9:30p,499518474,239402,2025-05-16,AAOXM
10:00p,497595953,239402,2025-05-16,AAOXM
10:25p,499518467,239402,2025-05-16,AAOXM
5:00p,497595955,239402,2025-05-16,AAOXM
12:00p,499518478,239402,2025-05-16,AAOXM
1:00p,499518479,239402,2025-05-16,AAOXM
2:00p,497595956,239402,2025-05-16,AAOXM
3:00p,499518477,239402,2025-05-16,AAOXM
3:30p,499518483,239402,2025-05-16,AAOXM
4:00p,499518480,239402,2025-05-16,AAOXM
6:00p,499518475,239402,2025-05-16,AAOXM
7:00p,499518481,239402,2025-05-16,AAOXM
